"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art derMaßnahme"
"",2008,BMZ,Afghanistan,Dienstleistungen und Institutionen zur Unterstützung der Privatwirtschaft,"36.330,84 €",2302/68740,zivil
"",2008,BMZ,Afghanistan,Kurse zur Förderung der Aus- und Weiterbildung von Frauen in der Region Andkhoi / Afghanistan,"30.800,00 €",2302/89604,zivil
"",2008,BMZ,Afghanistan,"Bau von zwei Grundschulen in Haidar und Pedgah, Bezirk Jaghori, Afghanistan","14.600,00 €",2302/89604,zivil
"",2008,BMZ,Afghanistan,"Überdachung von vorhandenen, von VUSAF gebauten Wasserbecken in Nord Afghanistan","63.450,00 €",2302/89604,zivil
"",2008,BMZ,Afghanistan,Unterstützung des VUSAF Education Center in Andkhoi/ Afghanistan,"39.000,00 €",2302/89604,zivil
"",2008,BMZ,Afghanistan,Rehabilitierung der Wasserkraftwerke Mahipar und Sarobi,"522.147,73 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Wasserversorgung Kunduz,"96.512,70 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Unterstützung zu Vorhaben des ARTF VI,"20.000.000,00 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,"Wasserversorgung Kabul II, Phase II - (Keine Vorschläge) -","723.717,50 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Rehabilitierung der Wasserkraftwerke Mahipar und Sarobi - (Keine Vorschläge) -,"249.800,35 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"593.576,99 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Wiederaufbau wirtschaftliche Infrastruktur im Norden,"651.385,10 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Beitrag zum National Basic Education Programme im Rahmen des ARTF,"10.000.000,00 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Unterstützung zu Vorhaben des ARTF VII,"20.000.000,00 €",85511/89611,zivil
"",2008,BMZ,Afghanistan,Bildungsarbeit und Zivile Konfliktbearbeitung für gerechten und dauerhaften Frieden,"1.149.819,00 €",2302/68702,zivil
"",2008,BMVg,Afghanistan,Projekt „Provinzentwicklungsfonds in Nordost-Afghanistan“ (Federführendes Ressort: BMZ),"1.699.000,00 €",1402 687 01,militärisch
"",2008,BMVg,Afghanistan,Projekt „Deutsche Welle-Radio für Afghanistan“ (Federführendes Ressort: AA),"855.336,00 €",1402 687 01,militärisch
"",2008,BMVg,Afghanistan,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"44.359,00 €",132 01,zivil
"",2009,AA,Afghanistan,LOTFA-Einzahlung für die afghanischen Polizei,"13.000.000,00 €",0502 687 44,polizeilich
"",2009,AA,Afghanistan,Lehrgang für afghanische Diplomaten,"177.766,39 €",0502 68729,zivil
"",2009,AA,Afghanistan,Kampfmittelbeseitigung,"800.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Humanitäre Hilfe und humanitäres Minenräumen,"3.287.292,20 €",0502 68729,zivil
"",2009,AA,Afghanistan,Menschenrechte und Demokratisierung,"289.008,16 €",0502 68729,zivil
"",2009,AA,Afghanistan,Drogenbekämpfung,"2.195.798,38 €",0502 68729,zivil
"",2009,AA,Afghanistan,Aufbau der afghanischen Polizei,"24.452.037,67 €",0502 68729,polizeilich
"",2009,AA,Afghanistan,Förderung des Aufbaus von Wirtschaftsstrukturen,"300.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Kultur- und Medienförderung in Afghanistan,"617.209,66 €",0502 68729,zivil
"",2009,AA,Afghanistan,Förderung des Islamdialogs,"46.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Umfeldstabilisierung PRT Faisabad,"2.298.615,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Umfeldstabilisierung RC North/Masar-e-Sharif,"255.532,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,"Gesundheit/ Umfeldstabilisierung RC North: Rehabilitierung Balkh Krankenhaus, Masar-e-Sharif","4.800.000,00 €",0502 68728,zivil
"",2009,AA,Afghanistan,Gesundheit/Umfeldstabilisierung RC North: Gesundheitsmanagement Krankenhaus Balkh,"159.752,00 €",0502 68728,zivil
"",2009,AA,Afghanistan,Umfeldstabilisierung PRT Kundus/PAT Taloqan,"2.562.437,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,"Zivil-militär. Zusammenarbeit/ Gesundheit/ Umfeldstabilisierung PRT Kundus, Faisabad, PAT Taloqan","1.956.027,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Beitrag Provincial Development Fund,"1.050.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Förderung der Zivilgesellschafft: Konferenzen zu einem sicheren und unabhängigen Afghanistan,"488.950,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Unterstützung Aufbau afghanisches Rechtssystem,"1.938.670,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,"Stärkung der Zivilgesellschaft: Zadran Arc Stabilisation Initiative (ZASI), Infrastrukturprojekte in der Region Zadran","299.953,45 €",0502 68729,zivil
"",2009,AA,Afghanistan,G8 Dialoginitiative Afghanistan - Pakistan,"151.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Frauenförderung: Ausbildung und psychologische Beratung für Frauen in Kabul,"16.688,07 €",0502 68729,zivil
"",2009,AA,Afghanistan,Capacity Building im Konfliktmanagement,"214.971,35 €",0502 68729,zivil
"",2009,AA,Afghanistan,Aufbau staatlicher Institutionen/Wahlvorbereitung 2009/10: UNDP ELECT,"8.892.841,26 €",0502 68729,zivil
"",2009,AA,Afghanistan,"Capacity Building im öffentlichen Dienst: Programm integrierte Fachkräfte für Afghanistan, CIM","131.239,50 €",0502 68729,zivil
"",2009,AA,Afghanistan,Capacity Building: Ulema-Tribal Elder Traditional Communication,"24.824,59 €",0502 68729,zivil
"",2009,AA,Afghanistan,Stärkung von Verwaltungsstrukturen,"108.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Vorbereitung der Wahlen über die Zivilgesellschaft (FEFA),"3.000.000,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,G8 Dialoginitiative Afghanistan - Pakistan: Media Development in Tribal Belt Afghanistan-Pakistan,"139.698,00 €",0502 68729,zivil
"",2009,AA,Afghanistan,Drogenbekämpfung,"94.667,00 €",0502 68729,zivil
"",2009,BMZ,Afghanistan,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"1.088.292,43 €",2301/68706,zivil
"",2009,BMZ,Afghanistan,Erneuerbare Energien u. Energieeffizienz in ländlichen Regionen,"560.371,59 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Förderung von Betreiberstrukturen der Trinkwasserver- und Abwasserentsorgung in den Provinzen,"67.963,90 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm Förderung der Grundbildung,"-12,69 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Unterstützung internat. Programme im Bereich der politischen und wirtschaftlichen Regierungsführung,"10.797,14 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Reform des Wassersektors,"11.196,05 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"1.642.617,27 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Regionale Wirtschafts- und Verwaltungsförderung Nordosten,"2.612,28 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Exportförderung und WTO-Beitritt,"4.567,33 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm Förderung der Grundbildung,"1.791.300,28 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"2.466.217,50 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Gender Mainstreaming,"1.837.498,61 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"2.503.847,24 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm für nachhaltige Wirtschaftsentwicklung Kabul,"2.512.927,50 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Programm zur KMU-Förderung und lokalen Wirtschaftsentwicklung in Nordafghanistan,"2.455.465,44 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Aufbau von Basisinfrastruktur und Schaffung von Einkommen in ländlichen Regionen,"7.319.833,50 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,"Sicherheitssystem für GTZ, DED, InWEnt und KfW","2.964.719,50 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Aufbau von Basisinfrastruktur und Schaffung von Einkommen in ländlichen Regionen Süd-Ost-Afghanistans,"684.161,63 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"516.340,19 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"807.486,52 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Politikberatungsfonds,"22.398,88 €",2301/89603,zivil
"",2009,BMZ,Afghanistan,Sektorprogramm Medienförderung,"114.922,00 €",2302/68541,zivil
"",2009,BMZ,Afghanistan,Psychosoziale Beratung und Betreuung von Kriegsopfern in Afghanistan,"251.096,18 €",2302/68703,zivil
"",2009,BMZ,Afghanistan,Politischer Dialog und Institutionenförderung in Pakistan und Afghanistan,"650.374,84 €",2302/68704,zivil
"",2009,BMZ,Afghanistan,Fortbildung von Fach- und Führungskräften,"41.803,04 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Dienstleistungen und Institutionen zur Unterstützung der Privatwirtschaft,"307.017,04 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Grundlegende Versorgung im Bereich Trinkwasser und Abwasser,"163.336,39 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Elektrizitätserzeugung/ erneuerbare Energien,"72.809,27 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Bildungseinrichtungen und Fortbildung,"236.145,66 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Freier Informationsfluss,"103.365,14 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Berufliche Bildung,"287.361,31 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Wiederaufbauhilfe -und Wiederherstellungsmaßnahmen,"75.577,69 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Dienstleistungen und Institutionen zur Unterstützung der Privatwirtschaft,"197.979,70 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Stärkung der Zivilgesellschaft,"42.356,72 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Leistungen an lokale und regionale NRO,"9.055,27 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Dienstleistungen und Institutionen zur Unterstützung der Privatwirtschaft,"47.683,95 €",2302/68740,zivil
"",2009,BMZ,Afghanistan,Kurse zur Förderung der Aus- und Weiterbildung von Frauen in der Region Andkhoi / Afghanistan,"37.203,21 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,"Bau von zwei Grundschulen in Haidar und Pedgah, Bezirk Jaghori, Afghanistan","8.100,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,"Überdachung von vorhandenen, von VUSAF gebauten Wasserbecken in Nord Afghanistan","29.600,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,Unterstützung des VUSAF Education Center in Andkhoi/ Afghanistan,"46.000,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,"Unterstützung zu den laufenden Kosten der Klinik WAZIR AKBAR KHAN in Kabul, Afghanistan","111.900,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,"Unterstützung des Irene Salimi Kinderhospitals in Kabul, Afghanistan","240.065,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,Schaffung von Klassenräumen für die Oberschule für Jungen in Andkhoi / Nord-Afghanistan,"85.000,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,"Fortführung des Integrierten Schul- und Alphabetisierungsprojekts in Kabul und den Provinzen Wardak, Logar und Pandschir","253.000,00 €",2302/89604,zivil
"",2009,BMZ,Afghanistan,Rehabilitierung der Wasserkraftwerke Mahipar und Sarobi,"2.477.852,27 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Aufbau einer Mikrofinanzbank,"400.000,00 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,"Wasserversorgung Kabul II, Phase II - (Keine Vorschläge) -","226.282,50 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Rehabilitierung der Wasserkraftwerke Mahipar und Sarobi - (Keine Vorschläge) -,"319.628,00 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"536.570,08 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Wiederaufbau wirtschaftliche Infrastruktur im Norden,"1.141.604,34 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Wasserversorgung Nördliche Klein- und Mittelstädte,"541.147,23 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,"Wiederaufbau wirtschaftliche Infrastruktur im Norden, Ländliche Infrastruktur Nordafghanistan","979.405,56 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Unterstützung zu Vorhaben des ARTF VIII,"20.000.000,00 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Finanzierung von Maßnahmen des World Food Programms zur Bewältigung der Nahrungsmittelkrise,"16.000.000,00 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,ARTF IX,"25.000.000,00 €",86611/89611,zivil
"",2009,BMZ,Afghanistan,Bildungsarbeit und Zivile Konfliktbearbeitung für gerechten und dauerhaften Frieden,"1.134.699,00 €",2302/68702,zivil
"",2009,BMVg,Afghanistan,Projekt „Provinzentwicklungsfonds in Nordost-Afghanistan“ (Federführendes Ressort: BMZ),"1.460.000,00 €",1402 687 01,militärisch
"",2009,BMVg,Afghanistan,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"28.518,00 €",132 01,zivil
"",2010,AA,Afghanistan,Lehrgang für afghanische Diplomaten,"116.001,05 €",0502 68779,zivil
"",2010,AA,Afghanistan,Kampfmittelbeseitigung,"800.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Humanitäre Hilfe und humanitäres Minenräumen,"3.300.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Menschenrechte und Demokratisierung,"197.545,50 €",0502 68779,zivil
"",2010,AA,Afghanistan,Aufbau der afghanischen Polizei,"85.909.903,64 €",0502 68779,polizeilich
"",2010,AA,Afghanistan,Förderung des Aufbaus von Wirtschaftsstrukturen,"250.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Kultur- und Medienförderung in Afghanistan,"1.008.414,40 €",0502 68779,zivil
"",2010,AA,Afghanistan,Islamdialog insgesamt,"56.547,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierungsmaßnahmen PRT Faisabad,"648.021,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung: Rehabilitierung Krankenhaus Faisabad,"1.500.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung RC North/Masar: Nahr-e-Top Mädchenschule,"367.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung RC North: Balkh Krankenhaus,"6.266.403,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung RC North: Zivile Luftfahrt: Flughafen Masar-i-Sharif,"9.055.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Umfeldstabilisierung RC North: Erwachsenenbildung, insbesondere Alphabetisierung","635.373,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung PRT Kundus/PAT Taloqan,"9.887.818,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Umfeldstabilisierung PRTs: Stabilisierungsprogramm Nordafghanistan (Kundus, Takhar, Badakhshan und Nord-Baghlan)","19.141.310,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Förderung der Zivilgesellschafft: Konferenzen zu einer sicheren und unabhängigen Afghanistan,"1.000.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Förderung des Tribal Liaison Office (TLO),"331.081,11 €",0502 68779,zivil
"",2010,AA,Afghanistan,Stärkung der Loya Jirga,"590.552,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Unterstützung Aufbau afghanisches Rechtssystem,"1.156.465,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Justizsektor: Schulung zu Frauen-und Kinderrechten in Nordost-Afghanistan,"42.972,40 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Stärkung der wirtschaftlichen und sozialen Stellung von Frauen, Panjshir","178.325,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Trilaterales Austauschprojekt Indien, Pakistan, Afghanistan, Delhi Policy Group (DPG)","180.718,18 €",0502 68779,zivil
"",2010,AA,Afghanistan,Reintegration: Beitrag zu internationalem Fonds Reintegration und Versöhnung,"10.000.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Berufliche Bildung/Schwerpunkt Süd-AFG,"778.327,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Berufliche Bildung/Umfeldstabilisierung RC North, PRT Kundus","890.652,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"Aufbau staatlicher Institutionen/Wahlvorbereitung 2010: Unterstützung Parlamentswahl, UNDP ELECT","3.880.822,30 €",0502 68779,zivil
"",2010,AA,Afghanistan,Vorbereitung der Wahlen über die Zivilgesellschaft (FEFA),"1.647.407,80 €",0502 68779,zivil
"",2010,AA,Afghanistan,Aufbau Verwaltungsakademien,"94.499,46 €",0502 68779,zivil
"",2010,AA,Afghanistan,Umfeldstabilisierung PRTs: Pakistan - Afghanistan - Tadschikistan Regionales Integrationsprogramm (PATRIP),"6.700.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Stärkung von Verwaltungsstrukturen,"184.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,"G8 Dialoginitiative Afghanistan - Pakistan, Media Development in Tribal Belt AFG-PAK und Norden","500.000,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,Capacity Building im öffentlichen Dienst: Programm integrierte Fachkräfte für Afghanistan; CIM,"1.168.018,00 €",0502 68779,zivil
"",2010,AA,Afghanistan,CTAP Afghanistan Civilian Technical Assistance Plan Afghanistan,"3.000.000,00 €",0502 68779,zivil
"",2010,BMZ,Afghanistan,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"809.125,97 €",2301/68706,zivil
"",2010,BMZ,Afghanistan,Neuauflage Provinzentwicklungsfonds zur Unterstützung des Wiederaufbaus in Nordostafghanistan,"1.278.354,50 €",2301/68706,zivil
"",2010,BMZ,Afghanistan,Aufbau und Stärkung der Katastrophenvorsorge- und Managementstruktur,"879.545,19 €",2301/68706,zivil
"",2010,BMZ,Afghanistan,Wiederherstellung und Stabilisierung der Lebensgrundlagen in Nordost-Afghanistan,"2.032.462,81 €",2301/68706,zivil
"",2010,BMZ,Afghanistan,Erneuerbare Energien u. Energieeffizienz in ländlichen Regionen,"43.714,52 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Förderung von Betreiberstrukturen der Trinkwasserver- und Abwasserentsorgung in den Provinzen,"645,19 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Reform des Wassersektors,"6.342,61 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"37.859,18 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Regionale Wirtschafts- und Verwaltungsförderung Nordosten,"3.965,01 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Exportförderung und WTO-Beitritt,"385,79 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm Förderung der Grundbildung,"974.703,31 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"4.127.720,23 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Gender Mainstreaming,"386.565,44 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"2.838.853,41 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm für nachhaltige Wirtschaftsentwicklung Kabul,"1.118.513,60 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm zur KMU-Förderung und lokalen Wirtschaftsentwicklung in Nordafghanistan,"1.379.454,65 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Aufbau von Basisinfrastruktur und Schaffung von Einkommen in ländlichen Regionen,"16.139.218,22 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,"Sicherheitssystem für GTZ, DED, InWEnt und KfW","2.493.166,01 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Aufbau von Basisinfrastruktur und Schaffung von Einkommen in ländlichen Regionen Süd-Ost-Afghanistans,"1.690.986,07 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"1.209.566,65 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,EZ-Sicherheitssystem,"2.210.343,06 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"3.894.295,63 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Gender Mainstreaming,"1.429.318,06 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm Förderung der Grundbildung,"4.000.000,00 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"2.326.509,57 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Politikberatungsfonds,"531.882,30 €",2301/89603,zivil
"",2010,BMZ,Afghanistan,Diversifizierung der Landwirtschaft in der Provinz Baghlan,"112.588,52 €",2301/89603,zivil
